contig	gi	accession	locus	locus name	locus symbol	activity	alias	description	keywords	organism	pubmed_ids	chromosome	mol_type	marker	allele	comments
	975234	X62095	X62095					S.tuberosum mRNA for aspartic proteinase inhibitor homologue.	aspartic proteinase; aspartic proteinase inhibitor homologue	potato	8540331|		mRNA|			
	77416918	DQ207847	DQ207847					Solanum tuberosum clone 073D02 kunitz-type protease inhibitor mRNA, complete cds.	HTC	potato			mRNA|			
	73920921	DQ168318	DQ168318					Solanum tuberosum clone 048E06 Kunitz-type protease inhibitor precursor, mRNA, complete cds.		potato			mRNA|			
	73920936	DQ168324	DQ168324					Solanum tuberosum clone 093E09 Kunitz-type protease inhibitor precursor, mRNA, complete cds.		potato			mRNA|			
	73920942	DQ168327	DQ168327					Solanum tuberosum clone 150D02 Kunitz-type protease inhibitor precursor, mRNA, complete cds.		potato			mRNA|			
	73920919	DQ168317	DQ168317					Solanum tuberosum clone 033D02 Kunitz-type protease inhibitor precursor, mRNA, complete cds.		potato			mRNA|			
	169479	M96257	POTCATHD					Potato cathepsin D inhibitor protein mRNA, complete cds.	cathepsin D; inhibitor protein	potato	8278518|		mRNA|			
	73920917	DQ168316	DQ168316					Solanum tuberosum clone 033A10 Kunitz-type protease inhibitor precursor, mRNA, complete cds.		potato			mRNA|			
	493692	D17328	POTPIA				POTPIA	Solanum tuberosum mRNA for proteinase inhibitor, complete cds, clone:pA1.		potato	8069493|		mRNA|			
	21408	X53470	X53470					Solanum tuberosum mRNA for presumed inhibitor of aspartic proteinase.	aspartic proteinase inhibitor; proteinase inhibitor	potato	2201952|		mRNA|			
	484289	D17331	POTPID				POTPID	Solanum tuberosum mRNA for proteinase inhibitor, complete cds, clone:gCDT-A1.		potato	8069493|		genomic DNA|			
Contig39	109288015	DQ539395	DQ539395	14-3-3 protein isoform 35G	35G	14-3-3 protein isoform 35G		Solanum tuberosum 14-3-3 protein isoform 35G gene, promoter region.		potato			genomic DNA|			
	3777446	Y11688	Y11688					Solanum tuberosum mRNA for 14-3-3 protein, isolate 35G.	14-3-3 protein	potato			mRNA|			
Contig40	106921866	DQ536101	DQ536101	14-3-3 protein isoform 29G 	29G	14-3-3 protein isoform 29G 		Solanum tuberosum cultivar Desiree 14-3-3 protein isoform 29G gene, promoter region.		potato			genomic DNA|			
	1321992	X97724	X97724					S.tuberosum mRNA for 14-3-3 protein.	14-3-3 protein	potato			mRNA|			
Contig41	21469	Z17303	Z17303	x				S.tuberosum DNA for U6 small nuclear RNA promoter region.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
	21453	Z17289	Z17289	x				S.tuberosum DNA for U6 small nuclear RNA promoter region.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
Contig42	21466	Z17300	Z17300	x				S.tuberosum DNA for U6 small nuclear RNA promoter region.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
	21458	Z17294	Z17294	x				S.tuberosum DNA for U6 small nuclear RNA promoter region.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
Contig43	21455	Z17291	Z17291	x				S.tuberosum DNA for U6 small nuclear RNA promoter region.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
	21452	Z17288	Z17288	x				S.tuberosum DNA for U6 small nuclear RNA promoter region.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
	21445	Z17281	Z17281	x				S.tuberosum DNA for U6 small nuclear RNA promoter region.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
	21450	Z17286	Z17286	x				S.tuberosum gene for U6 small nuclear RNA.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
	21446	Z17282	Z17282	x				S.tuberosum gene for U6 small nuclear RNA.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
Contig44	84406746	DQ274327	DQ274327	patatin 1	pat1	glycoprotein		Solanum tuberosum PCR36 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408477	DQ274445	DQ274445					Solanum tuberosum plasO6 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406626	DQ274318	DQ274318					Solanum tuberosum PCR47 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405880	DQ274268	DQ274268					Solanum tuberosum plasP2 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404595	DQ274210	DQ274210					Solanum tuberosum plas2D patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	83026381	DQ274463	DQ274463					Solanum tuberosum patatin group C mRNA, partial cds.		potato	16322504|		mRNA|			
	84404366	DQ274198	DQ274198					Solanum tuberosum PCR27 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84403920	DQ274184	DQ274184					Solanum tuberosum PCR05 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405916	DQ274271	DQ274271					Solanum tuberosum PCR08 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407220	DQ274362	DQ274362					Solanum tuberosum PCR02 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	83026379	DQ274462	DQ274462					Solanum tuberosum patatin group B mRNA, partial cds.		potato	16322504|		mRNA|			
	84404495	DQ274205	DQ274205					Solanum tuberosum PCR15 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406882	DQ274338	DQ274338					Solanum tuberosum PCR25 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84403839	DQ274182	DQ274182					Solanum tuberosum PCR09 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404572	DQ274209	DQ274209					Solanum tuberosum plas2C patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406643	DQ274320	DQ274320					Solanum tuberosum PCR38 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405379	DQ274244	DQ274244					Solanum tuberosum plasJ4 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405769	DQ274262	DQ274262					Solanum tuberosum plasK8 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404338	DQ274197	DQ274197					Solanum tuberosum PCR26 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404305	DQ274196	DQ274196					Solanum tuberosum PCR25 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405966	DQ274279	DQ274279					Solanum tuberosum PCR42 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404787	DQ274217	DQ274217					Solanum tuberosum PCR30 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406336	DQ274301	DQ274301					Solanum tuberosum PCR35 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404439	DQ274201	DQ274201					Solanum tuberosum PCR11 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406841	DQ274332	DQ274332					Solanum tuberosum PCR01 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405646	DQ274256	DQ274256					Solanum tuberosum plasF8 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406937	DQ274344	DQ274344					Solanum tuberosum PCR08 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	83026397	DQ274471	DQ274471					Solanum tuberosum patatin group K mRNA, partial cds.		potato	16322504|		mRNA|			
	84406901	DQ274340	DQ274340					Solanum tuberosum PCR03 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408268	DQ274432	DQ274432					Solanum tuberosum plasL6 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405936	DQ274274	DQ274274					Solanum tuberosum PCR04 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405142	DQ274231	DQ274231					Solanum tuberosum PCR03 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405465	DQ274247	DQ274247					Solanum tuberosum PCR12 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407277	DQ274367	DQ274367					Solanum tuberosum plasH4 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405220	DQ274235	DQ274235					Solanum tuberosum plasC4 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407864	DQ274409	DQ274409					Solanum tuberosum plas6P patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407920	DQ274416	DQ274416					Solanum tuberosum PCR30 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408204	DQ274429	DQ274429					Solanum tuberosum PCR19 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406487	DQ274310	DQ274310					Solanum tuberosum plasM4 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408101	DQ274424	DQ274424					Solanum tuberosum PCR13 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407812	DQ274401	DQ274401					Solanum tuberosum PCR20 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404864	DQ274220	DQ274220					Solanum tuberosum PCR32 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408491	DQ274447	DQ274447					Solanum tuberosum plasH2 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407506	DQ274385	DQ274385					Solanum tuberosum PCR41 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407757	DQ274397	DQ274397					Solanum tuberosum PCR34 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405093	DQ274229	DQ274229					Solanum tuberosum PCR18 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406130	DQ274291	DQ274291					Solanum tuberosum PCR24 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	83026393	DQ274469	DQ274469					Solanum tuberosum patatin group I mRNA, partial cds.		potato	16322504|		mRNA|			
	84405993	DQ274281	DQ274281					Solanum tuberosum PCR34 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408611	DQ274460	DQ274460					Solanum tuberosum PCR10 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405684	DQ274258	DQ274258					Solanum tuberosum PCR17 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405977	DQ274280	DQ274280					Solanum tuberosum PCR28 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408552	DQ274454	DQ274454					Solanum tuberosum PCR05 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405947	DQ274277	DQ274277					Solanum tuberosum PCR05 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405067	DQ274228	DQ274228					Solanum tuberosum PCR05 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407499	DQ274384	DQ274384					Solanum tuberosum PCR40 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405920	DQ274272	DQ274272					Solanum tuberosum PCR27 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406979	DQ274346	DQ274346					Solanum tuberosum PCR30 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407357	DQ274373	DQ274373					Solanum tuberosum PCR11 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406187	DQ274294	DQ274294					Solanum tuberosum PCR46 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407362	DQ274374	DQ274374					Solanum tuberosum PCR15 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405627	DQ274255	DQ274255					Solanum tuberosum plasF6 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	83026391	DQ274468	DQ274468					Solanum tuberosum patatin group H mRNA, partial cds.		potato	16322504|		mRNA|			
	84405013	DQ274226	DQ274226					Solanum tuberosum PCR08 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405288	DQ274238	DQ274238					Solanum tuberosum PCR19 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405376	DQ274243	DQ274243					Solanum tuberosum plasI8 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405812	DQ274264	DQ274264					Solanum tuberosum plasM8 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406615	DQ274317	DQ274317					Solanum tuberosum PCR31 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405538	DQ274250	DQ274250					Solanum tuberosum plasE4 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406573	DQ274314	DQ274314					Solanum tuberosum PCR36 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406917	DQ274343	DQ274343					Solanum tuberosum plasP6 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406906	DQ274342	DQ274342					Solanum tuberosum plasN6 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84403764	DQ274181	DQ274181					Solanum tuberosum PCR08 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404815	DQ274218	DQ274218					Solanum tuberosum PCR02 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84403910	DQ274183	DQ274183					Solanum tuberosum PCR04 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408248	DQ274431	DQ274431					Solanum tuberosum plasL2 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407035	DQ274349	DQ274349					Solanum tuberosum plasG2 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408357	DQ274438	DQ274438					Solanum tuberosum PCR11 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408184	DQ274428	DQ274428					Solanum tuberosum PCR26 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407439	DQ274381	DQ274381					Solanum tuberosum PCR24 patatin protein pseudogene mRNA, partial sequence.		potato	16322504|		mRNA|			
	84406788	DQ274329	DQ274329					Solanum tuberosum PCR24 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406864	DQ274334	DQ274334					Solanum tuberosum PCR13 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404392	DQ274199	DQ274199					Solanum tuberosum PCR28 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405897	DQ274269	DQ274269					Solanum tuberosum plasP8 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408423	DQ274442	DQ274442					Solanum tuberosum plasF6 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407135	DQ274356	DQ274356					Solanum tuberosum PCR38 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	83026399	DQ274472	DQ274472					Solanum tuberosum patatin group L mRNA, partial cds.		potato	16322504|		mRNA|			
	84406221	DQ274296	DQ274296					Solanum tuberosum PCR20 patatin protein-like mRNA, partial sequence.		potato	16322504|		mRNA|			
	84407082	DQ274352	DQ274352					Solanum tuberosum PCR05 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408120	DQ274425	DQ274425					Solanum tuberosum PCR16 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405242	DQ274236	DQ274236					Solanum tuberosum plasD4 patatin protein pseudogene mRNA, partial sequence.		potato	16322504|		mRNA|			
	84406605	DQ274316	DQ274316					Solanum tuberosum PCR43 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405178	DQ274233	DQ274233					Solanum tuberosum PCR13 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405336	DQ274240	DQ274240					Solanum tuberosum PCR06 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404547	DQ274208	DQ274208					Solanum tuberosum PCR48 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407408	DQ274379	DQ274379					Solanum tuberosum PCR18 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405352	DQ274241	DQ274241					Solanum tuberosum plasH6 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404654	DQ274212	DQ274212					Solanum tuberosum plas4G patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406107	DQ274290	DQ274290					Solanum tuberosum PCR45 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407546	DQ274387	DQ274387					Solanum tuberosum PCR45 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407377	DQ274376	DQ274376					Solanum tuberosum PCR10 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404045	DQ274190	DQ274190					Solanum tuberosum PCR19 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407704	DQ274394	DQ274394					Solanum tuberosum PCR31 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406588	DQ274315	DQ274315					Solanum tuberosum PCR49 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84403927	DQ274185	DQ274185					Solanum tuberosum PCR06 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405953	DQ274278	DQ274278					Solanum tuberosum PCR06 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407796	DQ274399	DQ274399					Solanum tuberosum PCR37 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84405364	DQ274242	DQ274242					Solanum tuberosum plasI6 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84408566	DQ274457	DQ274457					Solanum tuberosum PCR18 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	83026409	DQ274477	DQ274477					Solanum tuberosum patatin group Q mRNA, partial cds.		potato	16322504|		mRNA|			
	84408225	DQ274430	DQ274430					Solanum tuberosum PCR08 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407611	DQ274390	DQ274390					Solanum tuberosum PCR05 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404914	DQ274222	DQ274222					Solanum tuberosum PCR37 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84403971	DQ274187	DQ274187					Solanum tuberosum PCR01 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407205	DQ274361	DQ274361					Solanum tuberosum plasC2 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404462	DQ274203	DQ274203					Solanum tuberosum PCR13 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84406727	DQ274326	DQ274326					Solanum tuberosum PCR15 patatin protein pseudogene mRNA, partial sequence.		potato	16322504|		mRNA|			
	84407068	DQ274351	DQ274351					Solanum tuberosum PCR23 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404016	DQ274189	DQ274189					Solanum tuberosum PCR18 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407181	DQ274359	DQ274359					Solanum tuberosum PCR27 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84404264	DQ274193	DQ274193					Solanum tuberosum PCR22 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
	84407258	DQ274366	DQ274366					Solanum tuberosum plasH2 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
