row	Gene Family	Gene Symbol	Locus	GenBank Accession	GO	GO Relationship_Type	GO Evidence Code	GO Reference	PO	PO Relationship_Type	PO Evidence Code	PO Reference	PO_dev	PO_dev Relationship_Type	PO_dev Evidence Code	PO_dev Reference	SPO	Pubmed:24260152
135			Solyc11g068670.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
136			Solyc01g100240.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
137			Solyc06g075550.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
138			Solyc06g050530.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
139			Solyc01g087200.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
140			Solyc04g078680.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
141			Solyc04g077630.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
142			Solyc09g025240.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
143			Solyc01g096480.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
144			Solyc01g009160.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
145			Solyc02g021240.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
146			Solyc06g007320.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
147			Solyc09g057880.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
148			Solyc03g059100.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
149			Solyc11g068620.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
150			Solyc02g076830.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
151			Solyc03g005230.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
152			Solyc03g123680.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
153			Solyc03g098490.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
154			Solyc07g055690.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
155			Solyc02g062600.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
156			Solyc07g065320.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
157			Solyc03g124040.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
158			Solyc01g111140.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
159			Solyc02g089970.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
160			Solyc11g008540.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
161			Solyc12g043120.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
162			Solyc01g098720.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
163			Solyc01g058730.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
164			Solyc01g079480.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
165			Solyc01g096300.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
166			Solyc08g068710.1.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
167			Solyc02g082180.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
168			Solyc04g080280.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
169			Solyc02g071980.2.1		biological_process--GO:0052567--response to defense-related host reactive oxygen species production	involved_in	inferred from direct assay	14973161	plant_anatomy--PO:0025034--leaf	expressed_in	inferred from expression pattern	14973161						
